,business_id,categories,city,latitude,longitude,name,review_count,stars
0,2rgQ1TULwVoY7TnUlnH7Yw,"[Asian Fusion, Chinese, Japanese, Restaurants]",Charlotte,35.2949318,-80.7474815,Taiyo Pacific and Sushi Bar,5,4.0
1,XaTts7L8g57_odPEFuwkOw,"[Chinese, Restaurants]",Pittsburgh,40.4426201,-79.8854317,Chen's Wok,3,3.5
2,K0VNhFhaOrO3CypCqofjwA,"[Restaurants, Chinese]",Charlotte,35.0482549,-80.8162405,MA MA Wok,25,3.0
3,98gLNkYYJCg4f_uJ7o2wBg,"[Restaurants, Chinese]",Charlotte,35.220624,-80.8098575,Hong Kong,16,2.5
4,5aGYZbjkXpCecz4QH2ZKFg,"[Chinese, Buffets, Restaurants]",Charlotte,35.1457297,-80.9365337,Dragon Buffet,59,3.5
5,SBPttAVjzEnN3VE6sKiaMg,"[Restaurants, Chinese]",Charlotte,35.061319,-80.814423,Jo Jo China Bistro,35,3.5
6,Oy2WnPyiOlPFvPKMIuOC8w,"[Restaurants, Asian Fusion, Japanese, Food Delivery Services, Korean, Food, Chinese, Buffets]",Charlotte,35.0950429,-80.864143,Tin Tin,173,3.0
7,5li4Wxd__uYGrgB8_n_uzw,"[Chinese, Restaurants]",Charlotte,35.3026124,-80.9872958,Bamboo Garden,9,3.5
8,Iy-UNkwa3j9MSeG_SZhUvg,"[Health & Medical, Acupuncture, Traditional Chinese Medicine]",Pittsburgh,40.4344721,-79.923045,Jennifer Whiteside,3,5.0
9,YjPWt-V5oMkakdRWrALb8g,"[Ethnic Food, Specialty Food, Restaurants, Chinese, Dim Sum, Food, Imported Food]",Charlotte,35.1626388384,-80.7380765199,Honey Bun's Cafeteria,27,4.0
10,BIqsItY0vyOshMpJ0I4cPg,"[Chinese, Restaurants]",Pittsburgh,40.4378528,-79.9195345,How Lee Chinese Food,194,4.0
11,Y24q_yO23zqY_y-QWOX-XA,"[Seafood, Diners, Greek, Chinese, American (New), Food, Restaurants]",Charlotte,35.35253,-80.851337,Showmars - Northlake Mall,5,3.5
12,N2M0WyGCyTV5jMOYPH7odA,"[Chinese, Asian Fusion, Restaurants, Sushi Bars, Japanese]",Charlotte,35.117274,-80.856801,Umai Sushi & Asian Bistro,68,4.0
13,tLSgXuy0g8nxX6Xgb7nvrw,"[Restaurants, Chinese]",Charlotte,35.3171014,-80.74022,Lotus Buffet,31,3.0
14,-Is6Ney1wmsJAjvDdkaaaQ,"[Restaurants, Chinese]",Pittsburgh,40.4426682,-79.8856765,New Lucky,4,3.0
15,X4CRPHvv-33kjxVJISZpUg,"[Sushi Bars, Chinese, Restaurants]",Pittsburgh,40.4454519,-79.9485255,Little Asia,75,2.5
16,sReFrTIJ92iDprWD8dKAuw,"[Chinese, Szechuan, Restaurants]",Pittsburgh,40.4268042,-80.0551196,Phong May House,21,3.0
17,ZJufvkLNtlAsQU9h_ttdNg,"[Chinese, Restaurants]",Charlotte,35.319499,-80.952736,Chinatown,12,2.0
18,USninqjSauwQQ2T_FlkIMw,"[Chinese, Cocktail Bars, Sushi Bars, Restaurants, American (New), Asian Fusion, Bars, Nightlife]",Pittsburgh,40.4287193,-79.9769083,M&J Bistro,3,4.5
19,7Nz4kTghhicjsR23GYMlLg,"[Chinese, Restaurants]",Charlotte,35.1068968,-80.8068567,Jade Dragon,49,4.0
20,pe20N--YSUZlKYa-WaSfJA,"[Restaurants, Chinese, Buffets, Japanese, Sushi Bars]",Charlotte,35.1972547,-80.7693723,China Buffet,45,3.5
21,HzGeL_H3rkm5W9DkN9FQBw,"[Restaurants, Chinese]",Charlotte,35.2158469,-80.883922,Golden Wok,3,3.5
22,pRfIJ6zurjEsWmJheDOP6A,"[Japanese, Chinese, Restaurants]",Pittsburgh,40.3434382,-79.9690533,Pan Asia,23,3.5
23,YaGkCO51sV6MLavJ3XUmWw,"[Chinese, Restaurants]",Charlotte,35.1725655325,-80.7087398215,China Fun,15,3.0
24,jrlkSj1TR6HWBaOJ4AzwKw,"[Chinese, Restaurants, Sushi Bars, Dim Sum]",Pittsburgh,40.4358767,-79.92287,Pacific Ring,15,3.0
25,l_pR3x7v2mvE3luVdmGuoQ,"[Chinese, Restaurants]",Pittsburgh,40.4541975,-79.947105,Orient Kitchen,53,3.0
26,WuiX9mOytF_8TXrR4ERQJw,"[Chinese, Restaurants]",Charlotte,35.1474098308,-80.7457220927,Shun Jing,3,4.5
27,hwe7f0QthkND-H4Ekg37qw,"[Asian Fusion, Chinese, Restaurants]",Pittsburgh,40.4326061,-79.9233686,New Dumpling And Sushi House,60,3.0
28,cnRMezUuLesmJHruUpAECA,"[Asian Fusion, Restaurants, Chinese]",Charlotte,35.2283649,-80.842652,Wok Bar,13,2.5
29,JQWIZ8MT-VGZzO5W5XCB5Q,"[Chinese, Restaurants]",Charlotte,35.2124561,-80.8277678,88 China Bistro,63,3.5
30,DXP3MbE8srQITLlAuS45aQ,"[Szechuan, Restaurants, Chinese]",Pittsburgh,40.4402935,-79.9562773,Hunan Bar,44,4.0
31,NYMUlUYYEb3H0nKsauj-yw,"[Restaurants, Chinese, Japanese]",Pittsburgh,40.4415702,-79.9573067,Sushi Boat,47,3.5
32,2FWFAqM-jqKUU8WqHSp-LQ,"[Chinese, Restaurants]",Charlotte,35.0227542,-80.8468114,Asian One,21,3.5
33,NdqDt4c2ZWpGTUWvcDDKkw,"[Restaurants, Chinese, Food]",Pittsburgh,40.4610218,-79.922675,Yen's Gourmet,18,2.0
34,a5xUI7TvsNhM5gZr6KowDg,"[Chinese, Restaurants]",Pittsburgh,40.5465182,-80.0194404,Sesame Inn,81,3.5
35,XUDOc980cjB0PZvVS-T6Eg,"[Asian Fusion, Restaurants, Chinese, Sushi Bars]",Pittsburgh,40.4888872,-79.874634,Jimmy Wans,78,3.5
36,0iJcWcDjaC4CVpR0uQFe5Q,"[Chinese, Restaurants]",Charlotte,35.161012,-80.7400121,Empress of China II,5,2.5
37,jDehhKtVZa62k32WHbnc2A,"[Restaurants, Szechuan, Chinese, Food Delivery Services, Food]",Pittsburgh,40.5533580189,-80.0158953356,China Star,42,3.5
38,5qtc1s-TKdgzPccKwY4SRw,"[Chinese, Restaurants]",Pittsburgh,40.4274093,-79.9382045,Silk Pagoda Restaurant,15,3.0
39,HCvSXTYw0WoszrJlffsRSg,"[Restaurants, Chinese]",Charlotte,35.2369429,-80.8743453,Hong Phat Restaurant,7,4.0
40,gwo0iQlgQIKGXGTJYqWc7w,"[Restaurants, Chinese]",Charlotte,35.2723113791,-80.9623912796,Jin Jin Chinese Restaurant,17,3.0
41,SlQNMsVEOSxN-ciIn93LOw,"[Chinese, Restaurants]",Charlotte,35.3102425,-80.7493891,House of Leng,70,3.5
42,39AOOQM4Ff6rWXW8b9ZPvw,"[Sushi Bars, Buffets, Chinese, Restaurants]",Charlotte,35.3042746,-80.7487266,Chen's Bistro,10,2.0
43,3v1c2BsFFcWlpV3S3LS8dA,"[Restaurants, Chinese]",Charlotte,35.1998353,-80.8252561,Taipei Express,50,3.5
44,-qWLEeASD3h1gl9qLipWEQ,"[Restaurants, Chinese]",Charlotte,35.210872,-80.687363,Wok & Roll Chinese Fast Food,3,2.5
45,WUiDaFQRZ8wKYGLvmjFjAw,"[Sushi Bars, Restaurants, Buffets, Chinese]",Charlotte,35.306173,-80.752672,China Buffet,65,3.5
46,Mi1IdbjqjGoYK09oDu8JVw,"[Chinese, Restaurants]",Charlotte,35.189833,-80.9219492,Yu Yu's Chinese Grill,9,3.0
47,G6_M3Dg-gjwVIbRGLIRBkw,"[Restaurants, Chinese]",Charlotte,35.140787,-80.740696,Chopstick,14,3.0
48,I5cGJJw5-VXJtxO58WfuLA,"[Restaurants, Chinese]",Charlotte,35.2892879,-80.7976473,China Inn,7,3.0
49,HDv-KchmLSlRr5MXxRkNqQ,"[Restaurants, Chinese, Sushi Bars]",Charlotte,35.204511,-80.8241075,Ginbu 401,134,3.5
50,Sp8DfXkAlaAACI2WQrvhIQ,"[Restaurants, Asian Fusion, Chinese, Food]",Charlotte,35.1480979,-80.9248119,China Fun,5,3.0
51,oEHjXUvJnYf144QyAvvY2w,"[Health & Medical, Traditional Chinese Medicine]",Pittsburgh,40.4544103,-79.9791143,Ming Yip Acupuncture & Herbal Therapy,3,5.0
52,pXqyJQISv5N_9Of5Nnfs6g,"[Chinese, Restaurants]",Charlotte,35.148102,-80.92483,Oriental Cuisine,6,3.0
53,ZlrHrg7jrbO6blqwfa0MkQ,"[Restaurants, Chinese]",Charlotte,35.1473609,-80.833041,Baoding,106,4.0
54,N2PlDjUJVfOJzsPzY0Au1w,"[Restaurants, Buffets, Chinese]",Charlotte,35.165117,-80.8797953,China King Super Buffet,9,2.0
55,KzLjbXEDH1e1WrfzrrzZKw,"[Chinese, Restaurants]",Pittsburgh,40.439226,-80.0017249,Mandarin Gourmet,46,3.0
56,Ef9crW61OYp2UJ0ysi3nEw,"[Restaurants, Chinese]",Pittsburgh,40.3919558,-79.9874081,Hunan Wok Chinese Takeout,11,3.0
57,BNeS_hZfmdQWsqewj-LuDA,"[Taiwanese, Szechuan, Chinese, Restaurants]",Pittsburgh,40.5531627166,-80.0155167018,Ting's Kitchen,34,4.5
58,GTB4esadYFFyLTJX9OqNdw,"[Chinese, Dim Sum, Restaurants]",Charlotte,35.2562941,-80.7911635,Dragon Court,31,3.0
59,m5MaRXA1rNX1n1Kbr8-Sog,"[Chinese, Food, Restaurants]",Pittsburgh,40.4270707,-79.8905657,How Lee,4,2.5
60,RP3MFwBjZV7SLFKvh4Ipeg,"[Restaurants, Chinese]",Charlotte,35.210968,-80.687592,China Saute,18,3.0
61,CzUUmNWYINyh4y0_7_elpA,"[Restaurants, Chinese]",Charlotte,35.147409,-80.745722,Yen's Chinese Restaurant,5,3.5
62,ZKBUoCqTpwMtmImz64DGyQ,"[Restaurants, Chinese, Thai]",Pittsburgh,40.437018,-79.997166,Hong Kong Express II,4,3.0
63,V6MWAv-xv4dgSUrDU1qxaA,"[Noodles, Thai, Asian Fusion, Italian, Caterers, Restaurants, Chinese, American (Traditional), Event Planning & Services]",Charlotte,35.059113,-80.8138,Nothing But Noodles,74,3.5
64,vYCBkwsQrdpb-RbkjWqG-w,"[Chinese, Chicken Wings, Restaurants]",Charlotte,35.160758,-80.876394,Wing Heaven,13,4.0
65,lSxAQR1FeSljX9zeVJTEWA,"[Restaurants, Chinese]",Pittsburgh,40.3773782,-80.0037775,Silver Palace Chinese Restaurant,15,4.0
66,e8cFfRySb8n9lMXRnyzeIA,"[Restaurants, Chinese]",Charlotte,35.137593,-80.73942,New Chin Chin,8,3.0
67,8PNXDkWz3hyZFi7E4tYhjw,"[Chinese, Restaurants]",Charlotte,35.1608893,-80.8492598,DragonFly,55,3.5
68,QQSlx-l_cfwkVrNwjV_HgQ,"[Chinese, Restaurants]",Pittsburgh,40.5099902,-80.0950281,House of Lee Restaurant,25,3.0
69,gz87Wa7QUZ3gNlgE9NVPAA,"[Restaurants, Chinese]",Pittsburgh,40.4303781,-79.9772139,Chan An Restaurant,6,3.0
70,u540gB8nSBDZez-Kb76G9w,"[Nightlife, Restaurants, Chinese, Food, Sushi Bars, Bars, Juice Bars & Smoothies]",Pittsburgh,40.3492314412,-80.051917224,Laughing Buddha Bar,18,4.0
71,yVPiqeEWOzJuskp5G-twRw,"[Chinese, Restaurants, Fast Food]",Charlotte,35.2214228,-80.9437985,Manchu Wok,12,1.0
72,nzT22B3ad9L0oF2hVYXr8Q,"[Asian Fusion, Chinese, Restaurants]",Charlotte,39.663248,-86.1833998,Hop Feng 2,16,4.0
73,LKuzbx5Yt3yqiokUFdjVhg,"[Korean, Chinese, Restaurants]",Charlotte,35.1373093,-80.8784632,China Wing,71,4.0
74,KMptXD2fDMcqCmkpkpRVQQ,"[Chinese, Beer, Wine & Spirits, American (Traditional), Food, American (New), Restaurants]",Charlotte,35.279503,-80.767024,Cottage,4,2.0
75,ndq4rJcFLMbMGU_gK5u79Q,"[Restaurants, Chinese]",Pittsburgh,40.438467,-79.9887849,China Wok,22,3.5
76,s4M4QcJvxJ5IY0DQJo-sCA,"[Chinese, Food, Tea Rooms, Mongolian, Sandwiches, Soup, Restaurants, Salad]",Pittsburgh,40.4577813,-79.9279191,Leaf and Plate,7,5.0
77,5zzuzWbt9_YrL95EIHobLA,"[Restaurants, Chinese]",Charlotte,35.2830545513,-80.6679951348,Best China,20,3.0
78,64ZPMllrqdrVNXMEQIvXhw,"[Seafood, Restaurants, Chinese, Food, Barbeque, Specialty Food, Soup, Ethnic Food]",Charlotte,35.09536,-80.7783134,Cherry Blossom Chinese Restaurant,35,2.0
79,e7M2GgkCfDYTxdPN1LL1sQ,"[Chinese, Restaurants]",Pittsburgh,40.4620394,-79.9491655,Wai Wai Chinese Cuisine,106,3.5
80,kKCJvvktaKxZ5iFKv3lxuA,"[Fast Food, Asian Fusion, Chinese, Gluten-Free, Restaurants]",Charlotte,35.0553914,-80.8517026,Pei Wei,88,4.0
81,1LNHq2MRI2J5gyfeVDPHVg,"[Acupuncture, Traditional Chinese Medicine, Health & Medical, Massage Therapy]",Charlotte,35.208863,-80.854961,"Chuck  Hipple, MSAc",7,4.5
82,2DO-8SvPvx1rACloHiD9Mw,"[Restaurants, Chinese]",Charlotte,35.052923,-80.814983,Lotus Cafe Chinese Cuisine,22,3.0
83,6PtDrXXQK9JyrN7M4nvZyA,"[Restaurants, Chinese]",Charlotte,35.1638454,-80.7390821,Fortune Cookie Chinese Restaurant,11,3.5
84,xULATz2siGXOPia614mg2A,"[Korean, Noodles, Japanese, Restaurants, Vegetarian, Chinese]",Pittsburgh,40.4451455,-79.9490518,Lulu's Noodles,332,3.0
85,N0L1C5K9ViBD58vig5sahw,"[Restaurants, Chinese]",Pittsburgh,40.4436281744,-80.004809091,Little China,3,3.5
86,go623pgRx2nfIpsV4ePHXg,"[Chinese, Restaurants]",Pittsburgh,40.5482139,-80.0355079,Great Wall,13,3.5
87,_AKdBFzkl7GY-daxUCCbVA,"[Asian Fusion, Restaurants, Gluten-Free, Chinese]",Pittsburgh,40.4394697671,-80.1505140731,P.F. Chang's,50,3.0
88,tyCIs0pyyw36apAXdR26WQ,"[Chinese, Restaurants]",Pittsburgh,40.3569591,-80.0518073,China Gate,17,2.5
89,gDQlaDRAjsCx2p_p6oJLjw,"[Chinese, Restaurants]",Pittsburgh,40.4225625,-79.9285951,China Star,46,3.0
90,NxHLCT3PuylmuEDOsZfxWg,"[Chinese, Restaurants]",Charlotte,35.1389319585,-80.934047699,Pan China Cafe,11,2.5
91,O5MzWfMWDeEwkzNVeKdCfg,"[Restaurants, Chinese]",Pittsburgh,40.4541341,-79.9981189,China Taste,12,4.0
92,rV4hP5CdpsokQyMjsqxB0Q,"[Ramen, Japanese, Restaurants, Chinese]",Charlotte,35.0558044654,-80.853271824,Sake Japan,13,3.0
93,ccdcyzc1oSucd-qRlnYR0w,"[Chinese, Restaurants]",Pittsburgh,40.4520131,-79.9516942,New China Inn,13,1.5
94,GhGYQ5WI4LdH53591fUMMA,"[Chinese, Restaurants, Asian Fusion]",Charlotte,35.1716684,-80.8492639,WAM Asian Grill,23,2.5
95,Oi-u4KqrcZbIWSYKnh7mJA,"[Chinese, Restaurants]",Charlotte,35.1362054,-80.9369244,Fortune Cookie II,56,3.5
96,nNz_7luh2aD1_U9N3tJUMA,"[Chinese, Restaurants]",Charlotte,35.139895,-80.8782389,Fortune Garden Chinese Restaurant,16,3.0
97,Qn5QMHOV6f5uHbxvrTPGRA,"[Event Planning & Services, Food Trucks, Food, Noodles, Food Delivery Services, Caterers, Specialty Food, Restaurants, Chinese, Ethnic Food, Szechuan]",Charlotte,35.2263714,-80.7990185,The Dumpling Lady,21,4.5
98,qThJY-H6Fo8HvfdIvwrjiw,"[Chinese, Restaurants]",Pittsburgh,40.5207492,-80.033128,Yeung's House,36,4.5
99,N9JASBwB9kWtK0_EjTa1nw,"[Chinese, Restaurants]",Pittsburgh,40.439176,-80.071117,Chan An Restaurant,13,4.0
100,N9o1UKmI0Ng1qYkTBTxHmA,"[Restaurants, Thai, Sandwiches, Chinese, Noodles]",Charlotte,35.1442674488,-80.9332256894,Noodles & Company,14,3.0
101,7-Wlpm30PGCBIZtH2rOlew,"[Chinese, Restaurants, Vietnamese, Thai]",Pittsburgh,40.4512474328,-79.9514841288,Miss Saigon88,25,3.5
102,3buPFDqdstemNGAGHDWPaw,"[Chinese, Restaurants]",Charlotte,35.225825,-80.846495,China King,6,3.0
103,BY1_pf7FHUycHOwYEenDlQ,"[Restaurants, Chinese]",Pittsburgh,40.416347,-79.8480465,Hunan's Palace,22,3.5
104,RvwZqjdkZ_pER0moPXLZAQ,"[Cafes, Food, Restaurants, Bubble Tea, Coffee & Tea, Chinese, Taiwanese]",Pittsburgh,40.4378411,-79.9201088,Rose Tea Cafe,291,3.5
105,hf2oiNqYYWoF2-iNYSnOMg,"[Chinese, Restaurants]",Charlotte,35.21051,-80.690262,China Fun,22,3.5
106,ed1KHQwsAYyFDrlUdwqJBA,"[Restaurants, Chinese]",Charlotte,35.2391283,-80.7983616,China Bowl,10,3.0
107,-UjCvAsvBOr19y8lqPueiQ,"[Chinese, Restaurants]",Pittsburgh,40.4579893,-79.9181411,China Garden,17,3.0
108,9Zhiktm7_LYN_uxaT9XEhg,"[Restaurants, Chinese]",Charlotte,35.0529811,-80.7707695,The Wok,27,3.0
109,9gQyf3h7XK0lKJYLGcIYlA,"[Restaurants, Chinese]",Charlotte,35.3450737,-80.8871383667,Fu Shing II,12,3.5
110,jDZJsIyc3jXjcTtJk_p8ZA,"[Chinese, Restaurants]",Pittsburgh,40.4446795,-79.9481851,Orient Express,82,3.0
111,ujYrcaXEbxj3KH9r0-FgWg,"[Chinese, Restaurants]",Charlotte,35.1841786,-80.7297463,China Taste,8,3.0
112,fHkiH52AATeRa8Fi2yStpQ,"[Japanese, Asian Fusion, Sushi Bars, Chinese, Restaurants]",Charlotte,35.3346884,-80.8135014,Golden Taipei,67,3.5
113,fjE-jiwnTQysz-rLl6YMQg,"[Chinese, Restaurants]",Pittsburgh,40.3948843,-80.0346894,Amazing Wok,34,4.0
114,EhlOUjd2dh52SV_XfoORSA,"[Chinese, Restaurants]",Pittsburgh,40.3796549065,-80.0448643438,Sesame Inn Chinese Restaurant,57,3.5
115,heyU2rq-K2soH-V0SVMHVQ,"[Chinese, Restaurants, Asian Fusion]",Charlotte,35.17651,-80.79965,Mama Fu's Asian House,29,3.0
116,0It4d0eFPJ5UnQqe6g2Z3w,"[Chinese, Buffets, Restaurants]",Pittsburgh,40.428485,-80.0525261,China Buffet King,21,2.5
117,AZ_iSVHQdBiCTnMolLTg3Q,"[Buffets, Asian Fusion, Restaurants, Chinese]",Pittsburgh,40.458013,-79.917439,China Buffet,5,2.0
118,toc31C-Qy2smSq0A7Q8FgA,"[Chinese, Restaurants]",Pittsburgh,40.4834344,-79.9489214,China Lin,14,3.5
119,A5Xd85djipsW546Bq6qIYA,"[Restaurants, Chinese]",Pittsburgh,40.430520655,-80.0075236051,Sesame Garden,38,4.0
120,RAKSBqeNb-p_ZABwAWH_jA,"[Sushi Bars, Restaurants, Chinese, Japanese]",Charlotte,35.1759873,-80.79712,Koishi Restaurant & Sushi Bar,93,3.5
121,HVYzoYynIH9lZiwnCaPngQ,"[Chinese, Restaurants]",Charlotte,35.117274,-80.856801,Shanghai Restaurant,3,4.0
122,1czIVv2iyOHc3WMgtUWXCQ,"[Wine Bars, Nightlife, Chinese, Bars, Asian Fusion, Restaurants, Vietnamese, Food, Persian/Iranian, Beer, Wine & Spirits]",Charlotte,35.2,-80.852472,Persuasian Restaurant,67,4.0
123,qaJ-HewyVAQCQ8C_KveZ4g,"[Chinese, Restaurants]",Charlotte,35.327294,-80.738805,China Cafe,48,3.0
124,zkW7OAv8Cnb-3SxEBOubTQ,"[Restaurants, Chinese]",Pittsburgh,40.414095,-79.855779,Zhen Choo Chinese Restaurant,5,4.0
125,ydUqgWsF3F27TbauOyib0w,"[Chinese, Restaurants]",Charlotte,35.2372325,-80.7371183,Panda's Den,30,4.0
126,zRr45TrTgq8XAKwvjM0W_Q,"[Restaurants, Chinese]",Charlotte,35.217713,-80.792554,Vanloi Chinese Barbecue Restaurant,3,4.0
127,PN6YCsAdFHcHST9vPaxIuw,"[Chinese, Restaurants]",Pittsburgh,40.4434132,-79.9961509,Liang's Hunan Restaurant,7,1.5
128,67FzueRMlcTQV3Nuep2qPw,"[Restaurants, Chinese]",Charlotte,35.334982,-80.7948513,Lotus Chinese Cuisine,18,3.0
129,Pgay5a3ZPZB_5ijSHAGoyA,"[Restaurants, Chinese]",Charlotte,35.2345297,-80.7376363,Golden Gate Express,4,3.5
130,xEIqG7Rq8ydAT9LxCVBOOg,"[Chinese, Asian Fusion, Thai, Restaurants]",Charlotte,35.3373791251,-80.9351536826,Red Bowl Asian Bistro,50,3.0
131,m9x3lP68vCe9EOB7EcA1lg,"[Restaurants, Chinese]",Charlotte,35.0910095654,-80.8692635023,Asian Wok,9,3.5
132,iT9KMTR8NqYwSCW-zMUOxw,"[Restaurants, Chinese, Taiwanese, Sushi Bars]",Pittsburgh,40.4876529256,-79.8806163564,Tai Pei,51,3.0
133,_VYUU5HPLYasd-xdKLimNA,"[Restaurants, Chinese]",Pittsburgh,40.369991,-80.034378,Castle Place,5,4.0
134,LxgronMsFYjxIfRojmVdYw,"[Chinese, Restaurants]",Charlotte,35.1170886007,-80.8251102337,Lotus II Chinese Cuisine,23,3.0
135,gFyntTks-Qd5CjDU8_2Kog,"[Buffets, Restaurants, Chinese]",Pittsburgh,40.4427692,-79.9970479,Golden Palace Buffet,27,3.0
136,j3lG-ZqQXUQl-ImNcWHbVQ,"[Restaurants, Chinese]",Charlotte,35.349951,-80.8431219,Lin's Buffet,16,2.5
